name,identity,stunum,email,tel,major,institute
学生0589,200000000000000589,220589,220589@xxx.xxx.xx,20000000589,金融学,经济学院
学生0590,200000000000000590,220590,220590@xxx.xxx.xx,20000000590,金融学,经济学院
学生0591,200000000000000591,220591,220591@xxx.xxx.xx,20000000591,金融学,经济学院
学生0592,200000000000000592,220592,220592@xxx.xxx.xx,20000000592,金融学,经济学院
学生0593,200000000000000593,220593,220593@xxx.xxx.xx,20000000593,金融学,经济学院
学生0594,200000000000000594,220594,220594@xxx.xxx.xx,20000000594,金融学,经济学院
学生0595,200000000000000595,220595,220595@xxx.xxx.xx,20000000595,金融学,经济学院
学生0596,200000000000000596,220596,220596@xxx.xxx.xx,20000000596,金融学,经济学院
学生0597,200000000000000597,220597,220597@xxx.xxx.xx,20000000597,金融学,经济学院
学生0598,200000000000000598,220598,220598@xxx.xxx.xx,20000000598,金融学,经济学院
学生0599,200000000000000599,220599,220599@xxx.xxx.xx,20000000599,金融学,经济学院
学生0600,200000000000000600,220600,220600@xxx.xxx.xx,20000000600,金融学,经济学院
学生0601,200000000000000601,220601,220601@xxx.xxx.xx,20000000601,保险学,经济学院
学生0602,200000000000000602,220602,220602@xxx.xxx.xx,20000000602,保险学,经济学院
学生0603,200000000000000603,220603,220603@xxx.xxx.xx,20000000603,保险学,经济学院
学生0604,200000000000000604,220604,220604@xxx.xxx.xx,20000000604,保险学,经济学院
学生0605,200000000000000605,220605,220605@xxx.xxx.xx,20000000605,保险学,经济学院
学生0606,200000000000000606,220606,220606@xxx.xxx.xx,20000000606,保险学,经济学院
学生0607,200000000000000607,220607,220607@xxx.xxx.xx,20000000607,保险学,经济学院
学生0608,200000000000000608,220608,220608@xxx.xxx.xx,20000000608,保险学,经济学院
学生0609,200000000000000609,220609,220609@xxx.xxx.xx,20000000609,保险学,经济学院
学生0610,200000000000000610,220610,220610@xxx.xxx.xx,20000000610,保险学,经济学院
学生0611,200000000000000611,220611,220611@xxx.xxx.xx,20000000611,保险学,经济学院
学生0612,200000000000000612,220612,220612@xxx.xxx.xx,20000000612,保险学,经济学院
学生0613,200000000000000613,220613,220613@xxx.xxx.xx,20000000613,保险学,经济学院
学生0614,200000000000000614,220614,220614@xxx.xxx.xx,20000000614,保险学,经济学院
学生0615,200000000000000615,220615,220615@xxx.xxx.xx,20000000615,保险学,经济学院
学生0616,200000000000000616,220616,220616@xxx.xxx.xx,20000000616,保险学,经济学院
学生0617,200000000000000617,220617,220617@xxx.xxx.xx,20000000617,保险学,经济学院
学生0618,200000000000000618,220618,220618@xxx.xxx.xx,20000000618,保险学,经济学院
学生0619,200000000000000619,220619,220619@xxx.xxx.xx,20000000619,保险学,经济学院
学生0620,200000000000000620,220620,220620@xxx.xxx.xx,20000000620,保险学,经济学院
学生0621,200000000000000621,220621,220621@xxx.xxx.xx,20000000621,保险学,经济学院
学生0622,200000000000000622,220622,220622@xxx.xxx.xx,20000000622,保险学,经济学院
学生0623,200000000000000623,220623,220623@xxx.xxx.xx,20000000623,保险学,经济学院
学生0624,200000000000000624,220624,220624@xxx.xxx.xx,20000000624,保险学,经济学院
学生0625,200000000000000625,220625,220625@xxx.xxx.xx,20000000625,保险学,经济学院
学生0626,200000000000000626,220626,220626@xxx.xxx.xx,20000000626,法学,法学院
学生0627,200000000000000627,220627,220627@xxx.xxx.xx,20000000627,法学,法学院
学生0628,200000000000000628,220628,220628@xxx.xxx.xx,20000000628,法学,法学院
学生0629,200000000000000629,220629,220629@xxx.xxx.xx,20000000629,法学,法学院
学生0630,200000000000000630,220630,220630@xxx.xxx.xx,20000000630,法学,法学院
学生0631,200000000000000631,220631,220631@xxx.xxx.xx,20000000631,法学,法学院
学生0632,200000000000000632,220632,220632@xxx.xxx.xx,20000000632,法学,法学院
学生0633,200000000000000633,220633,220633@xxx.xxx.xx,20000000633,法学,法学院
学生0634,200000000000000634,220634,220634@xxx.xxx.xx,20000000634,法学,法学院
学生0635,200000000000000635,220635,220635@xxx.xxx.xx,20000000635,法学,法学院
学生0636,200000000000000636,220636,220636@xxx.xxx.xx,20000000636,法学,法学院
学生0637,200000000000000637,220637,220637@xxx.xxx.xx,20000000637,法学,法学院
学生0638,200000000000000638,220638,220638@xxx.xxx.xx,20000000638,法学,法学院
学生0639,200000000000000639,220639,220639@xxx.xxx.xx,20000000639,法学,法学院
学生0640,200000000000000640,220640,220640@xxx.xxx.xx,20000000640,法学,法学院
学生0641,200000000000000641,220641,220641@xxx.xxx.xx,20000000641,法学,法学院
学生0642,200000000000000642,220642,220642@xxx.xxx.xx,20000000642,法学,法学院
学生0643,200000000000000643,220643,220643@xxx.xxx.xx,20000000643,法学,法学院
学生0644,200000000000000644,220644,220644@xxx.xxx.xx,20000000644,法学,法学院
学生0645,200000000000000645,220645,220645@xxx.xxx.xx,20000000645,法学,法学院
学生0646,200000000000000646,220646,220646@xxx.xxx.xx,20000000646,法学,法学院
学生0647,200000000000000647,220647,220647@xxx.xxx.xx,20000000647,法学,法学院
学生0648,200000000000000648,220648,220648@xxx.xxx.xx,20000000648,法学,法学院
学生0649,200000000000000649,220649,220649@xxx.xxx.xx,20000000649,法学,法学院
学生0650,200000000000000650,220650,220650@xxx.xxx.xx,20000000650,法学,法学院
学生0651,200000000000000651,220651,220651@xxx.xxx.xx,20000000651,管理科学,管理学院
学生0652,200000000000000652,220652,220652@xxx.xxx.xx,20000000652,管理科学,管理学院
学生0653,200000000000000653,220653,220653@xxx.xxx.xx,20000000653,管理科学,管理学院
学生0654,200000000000000654,220654,220654@xxx.xxx.xx,20000000654,管理科学,管理学院
学生0655,200000000000000655,220655,220655@xxx.xxx.xx,20000000655,管理科学,管理学院
学生0656,200000000000000656,220656,220656@xxx.xxx.xx,20000000656,管理科学,管理学院
学生0657,200000000000000657,220657,220657@xxx.xxx.xx,20000000657,管理科学,管理学院
学生0658,200000000000000658,220658,220658@xxx.xxx.xx,20000000658,管理科学,管理学院
学生0659,200000000000000659,220659,220659@xxx.xxx.xx,20000000659,管理科学,管理学院
学生0660,200000000000000660,220660,220660@xxx.xxx.xx,20000000660,管理科学,管理学院
学生0661,200000000000000661,220661,220661@xxx.xxx.xx,20000000661,管理科学,管理学院
学生0662,200000000000000662,220662,220662@xxx.xxx.xx,20000000662,管理科学,管理学院
学生0663,200000000000000663,220663,220663@xxx.xxx.xx,20000000663,管理科学,管理学院
学生0664,200000000000000664,220664,220664@xxx.xxx.xx,20000000664,管理科学,管理学院
学生0665,200000000000000665,220665,220665@xxx.xxx.xx,20000000665,管理科学,管理学院
学生0666,200000000000000666,220666,220666@xxx.xxx.xx,20000000666,管理科学,管理学院
学生0667,200000000000000667,220667,220667@xxx.xxx.xx,20000000667,管理科学,管理学院
学生0668,200000000000000668,220668,220668@xxx.xxx.xx,20000000668,管理科学,管理学院
学生0669,200000000000000669,220669,220669@xxx.xxx.xx,20000000669,管理科学,管理学院
学生0670,200000000000000670,220670,220670@xxx.xxx.xx,20000000670,管理科学,管理学院
学生0671,200000000000000671,220671,220671@xxx.xxx.xx,20000000671,管理科学,管理学院
学生0672,200000000000000672,220672,220672@xxx.xxx.xx,20000000672,管理科学,管理学院
学生0673,200000000000000673,220673,220673@xxx.xxx.xx,20000000673,管理科学,管理学院
学生0674,200000000000000674,220674,220674@xxx.xxx.xx,20000000674,管理科学,管理学院
学生0675,200000000000000675,220675,220675@xxx.xxx.xx,20000000675,管理科学,管理学院
学生0676,200000000000000676,220676,220676@xxx.xxx.xx,20000000676,电子商务,管理学院
学生0677,200000000000000677,220677,220677@xxx.xxx.xx,20000000677,电子商务,管理学院
学生0678,200000000000000678,220678,220678@xxx.xxx.xx,20000000678,电子商务,管理学院
学生0679,200000000000000679,220679,220679@xxx.xxx.xx,20000000679,电子商务,管理学院
学生0680,200000000000000680,220680,220680@xxx.xxx.xx,20000000680,电子商务,管理学院
学生0681,200000000000000681,220681,220681@xxx.xxx.xx,20000000681,电子商务,管理学院
学生0682,200000000000000682,220682,220682@xxx.xxx.xx,20000000682,电子商务,管理学院
学生0683,200000000000000683,220683,220683@xxx.xxx.xx,20000000683,电子商务,管理学院
学生0684,200000000000000684,220684,220684@xxx.xxx.xx,20000000684,电子商务,管理学院
学生0685,200000000000000685,220685,220685@xxx.xxx.xx,20000000685,电子商务,管理学院
学生0686,200000000000000686,220686,220686@xxx.xxx.xx,20000000686,电子商务,管理学院
学生0687,200000000000000687,220687,220687@xxx.xxx.xx,20000000687,电子商务,管理学院
学生0688,200000000000000688,220688,220688@xxx.xxx.xx,20000000688,电子商务,管理学院
学生0689,200000000000000689,220689,220689@xxx.xxx.xx,20000000689,电子商务,管理学院
学生0690,200000000000000690,220690,220690@xxx.xxx.xx,20000000690,电子商务,管理学院
学生0691,200000000000000691,220691,220691@xxx.xxx.xx,20000000691,电子商务,管理学院
学生0692,200000000000000692,220692,220692@xxx.xxx.xx,20000000692,电子商务,管理学院
学生0693,200000000000000693,220693,220693@xxx.xxx.xx,20000000693,电子商务,管理学院
学生0694,200000000000000694,220694,220694@xxx.xxx.xx,20000000694,电子商务,管理学院
学生0695,200000000000000695,220695,220695@xxx.xxx.xx,20000000695,电子商务,管理学院
学生0696,200000000000000696,220696,220696@xxx.xxx.xx,20000000696,电子商务,管理学院
学生0697,200000000000000697,220697,220697@xxx.xxx.xx,20000000697,电子商务,管理学院
学生0698,200000000000000698,220698,220698@xxx.xxx.xx,20000000698,电子商务,管理学院
学生0699,200000000000000699,220699,220699@xxx.xxx.xx,20000000699,电子商务,管理学院
学生0700,200000000000000700,220700,220700@xxx.xxx.xx,20000000700,电子商务,管理学院
学生0701,200000000000000701,220701,220701@xxx.xxx.xx,20000000701,工商管理,管理学院
学生0702,200000000000000702,220702,220702@xxx.xxx.xx,20000000702,工商管理,管理学院
学生0703,200000000000000703,220703,220703@xxx.xxx.xx,20000000703,工商管理,管理学院
学生0704,200000000000000704,220704,220704@xxx.xxx.xx,20000000704,工商管理,管理学院
学生0705,200000000000000705,220705,220705@xxx.xxx.xx,20000000705,工商管理,管理学院
学生0706,200000000000000706,220706,220706@xxx.xxx.xx,20000000706,工商管理,管理学院
学生0707,200000000000000707,220707,220707@xxx.xxx.xx,20000000707,工商管理,管理学院
学生0708,200000000000000708,220708,220708@xxx.xxx.xx,20000000708,工商管理,管理学院
学生0709,200000000000000709,220709,220709@xxx.xxx.xx,20000000709,工商管理,管理学院
学生0710,200000000000000710,220710,220710@xxx.xxx.xx,20000000710,工商管理,管理学院
学生0711,200000000000000711,220711,220711@xxx.xxx.xx,20000000711,工商管理,管理学院
学生0712,200000000000000712,220712,220712@xxx.xxx.xx,20000000712,工商管理,管理学院
学生0713,200000000000000713,220713,220713@xxx.xxx.xx,20000000713,工商管理,管理学院
学生0714,200000000000000714,220714,220714@xxx.xxx.xx,20000000714,工商管理,管理学院
学生0715,200000000000000715,220715,220715@xxx.xxx.xx,20000000715,工商管理,管理学院
学生0716,200000000000000716,220716,220716@xxx.xxx.xx,20000000716,工商管理,管理学院
学生0717,200000000000000717,220717,220717@xxx.xxx.xx,20000000717,工商管理,管理学院
学生0718,200000000000000718,220718,220718@xxx.xxx.xx,20000000718,工商管理,管理学院
学生0719,200000000000000719,220719,220719@xxx.xxx.xx,20000000719,工商管理,管理学院
学生0720,200000000000000720,220720,220720@xxx.xxx.xx,20000000720,工商管理,管理学院
学生0721,200000000000000721,220721,220721@xxx.xxx.xx,20000000721,工商管理,管理学院
学生0722,200000000000000722,220722,220722@xxx.xxx.xx,20000000722,工商管理,管理学院
学生0723,200000000000000723,220723,220723@xxx.xxx.xx,20000000723,工商管理,管理学院
学生0724,200000000000000724,220724,220724@xxx.xxx.xx,20000000724,工商管理,管理学院
学生0725,200000000000000725,220725,220725@xxx.xxx.xx,20000000725,工商管理,管理学院
学生0726,200000000000000726,220726,220726@xxx.xxx.xx,20000000726,市场营销,管理学院
学生0727,200000000000000727,220727,220727@xxx.xxx.xx,20000000727,市场营销,管理学院
学生0728,200000000000000728,220728,220728@xxx.xxx.xx,20000000728,市场营销,管理学院
学生0729,200000000000000729,220729,220729@xxx.xxx.xx,20000000729,市场营销,管理学院
学生0730,200000000000000730,220730,220730@xxx.xxx.xx,20000000730,市场营销,管理学院
学生0731,200000000000000731,220731,220731@xxx.xxx.xx,20000000731,市场营销,管理学院
学生0732,200000000000000732,220732,220732@xxx.xxx.xx,20000000732,市场营销,管理学院
学生0733,200000000000000733,220733,220733@xxx.xxx.xx,20000000733,市场营销,管理学院
学生0734,200000000000000734,220734,220734@xxx.xxx.xx,20000000734,市场营销,管理学院
学生0735,200000000000000735,220735,220735@xxx.xxx.xx,20000000735,市场营销,管理学院
学生0736,200000000000000736,220736,220736@xxx.xxx.xx,20000000736,市场营销,管理学院
学生0737,200000000000000737,220737,220737@xxx.xxx.xx,20000000737,市场营销,管理学院
学生0738,200000000000000738,220738,220738@xxx.xxx.xx,20000000738,市场营销,管理学院
学生0739,200000000000000739,220739,220739@xxx.xxx.xx,20000000739,市场营销,管理学院
学生0740,200000000000000740,220740,220740@xxx.xxx.xx,20000000740,市场营销,管理学院
学生0741,200000000000000741,220741,220741@xxx.xxx.xx,20000000741,市场营销,管理学院
学生0742,200000000000000742,220742,220742@xxx.xxx.xx,20000000742,市场营销,管理学院
学生0743,200000000000000743,220743,220743@xxx.xxx.xx,20000000743,市场营销,管理学院
学生0744,200000000000000744,220744,220744@xxx.xxx.xx,20000000744,市场营销,管理学院
学生0745,200000000000000745,220745,220745@xxx.xxx.xx,20000000745,市场营销,管理学院
学生0746,200000000000000746,220746,220746@xxx.xxx.xx,20000000746,市场营销,管理学院
学生0747,200000000000000747,220747,220747@xxx.xxx.xx,20000000747,市场营销,管理学院
学生0748,200000000000000748,220748,220748@xxx.xxx.xx,20000000748,市场营销,管理学院
学生0749,200000000000000749,220749,220749@xxx.xxx.xx,20000000749,市场营销,管理学院
学生0750,200000000000000750,220750,220750@xxx.xxx.xx,20000000750,市场营销,管理学院
学生0751,200000000000000751,220751,220751@xxx.xxx.xx,20000000751,财务管理,管理学院
学生0752,200000000000000752,220752,220752@xxx.xxx.xx,20000000752,财务管理,管理学院
学生0753,200000000000000753,220753,220753@xxx.xxx.xx,20000000753,财务管理,管理学院
学生0754,200000000000000754,220754,220754@xxx.xxx.xx,20000000754,财务管理,管理学院
学生0755,200000000000000755,220755,220755@xxx.xxx.xx,20000000755,财务管理,管理学院
学生0756,200000000000000756,220756,220756@xxx.xxx.xx,20000000756,财务管理,管理学院
学生0757,200000000000000757,220757,220757@xxx.xxx.xx,20000000757,财务管理,管理学院
学生0758,200000000000000758,220758,220758@xxx.xxx.xx,20000000758,财务管理,管理学院
学生0759,200000000000000759,220759,220759@xxx.xxx.xx,20000000759,财务管理,管理学院
学生0760,200000000000000760,220760,220760@xxx.xxx.xx,20000000760,财务管理,管理学院
学生0761,200000000000000761,220761,220761@xxx.xxx.xx,20000000761,财务管理,管理学院
学生0762,200000000000000762,220762,220762@xxx.xxx.xx,20000000762,财务管理,管理学院
学生0763,200000000000000763,220763,220763@xxx.xxx.xx,20000000763,财务管理,管理学院
学生0764,200000000000000764,220764,220764@xxx.xxx.xx,20000000764,财务管理,管理学院
学生0765,200000000000000765,220765,220765@xxx.xxx.xx,20000000765,财务管理,管理学院
学生0766,200000000000000766,220766,220766@xxx.xxx.xx,20000000766,财务管理,管理学院
学生0767,200000000000000767,220767,220767@xxx.xxx.xx,20000000767,财务管理,管理学院
学生0768,200000000000000768,220768,220768@xxx.xxx.xx,20000000768,财务管理,管理学院
学生0769,200000000000000769,220769,220769@xxx.xxx.xx,20000000769,财务管理,管理学院
学生0770,200000000000000770,220770,220770@xxx.xxx.xx,20000000770,财务管理,管理学院
学生0771,200000000000000771,220771,220771@xxx.xxx.xx,20000000771,财务管理,管理学院
学生0772,200000000000000772,220772,220772@xxx.xxx.xx,20000000772,财务管理,管理学院
学生0773,200000000000000773,220773,220773@xxx.xxx.xx,20000000773,财务管理,管理学院
学生0774,200000000000000774,220774,220774@xxx.xxx.xx,20000000774,财务管理,管理学院
学生0775,200000000000000775,220775,220775@xxx.xxx.xx,20000000775,财务管理,管理学院
学生0776,200000000000000776,220776,220776@xxx.xxx.xx,20000000776,会计学,管理学院
学生0777,200000000000000777,220777,220777@xxx.xxx.xx,20000000777,会计学,管理学院
学生0778,200000000000000778,220778,220778@xxx.xxx.xx,20000000778,会计学,管理学院
学生0779,200000000000000779,220779,220779@xxx.xxx.xx,20000000779,会计学,管理学院
学生0780,200000000000000780,220780,220780@xxx.xxx.xx,20000000780,会计学,管理学院
学生0781,200000000000000781,220781,220781@xxx.xxx.xx,20000000781,会计学,管理学院
学生0782,200000000000000782,220782,220782@xxx.xxx.xx,20000000782,会计学,管理学院
学生0783,200000000000000783,220783,220783@xxx.xxx.xx,20000000783,会计学,管理学院
学生0784,200000000000000784,220784,220784@xxx.xxx.xx,20000000784,会计学,管理学院
学生0785,200000000000000785,220785,220785@xxx.xxx.xx,20000000785,会计学,管理学院
学生0786,200000000000000786,220786,220786@xxx.xxx.xx,20000000786,会计学,管理学院
学生0787,200000000000000787,220787,220787@xxx.xxx.xx,20000000787,会计学,管理学院
学生0788,200000000000000788,220788,220788@xxx.xxx.xx,20000000788,会计学,管理学院
学生0789,200000000000000789,220789,220789@xxx.xxx.xx,20000000789,会计学,管理学院
学生0790,200000000000000790,220790,220790@xxx.xxx.xx,20000000790,会计学,管理学院
学生0791,200000000000000791,220791,220791@xxx.xxx.xx,20000000791,会计学,管理学院
学生0792,200000000000000792,220792,220792@xxx.xxx.xx,20000000792,会计学,管理学院
学生0793,200000000000000793,220793,220793@xxx.xxx.xx,20000000793,会计学,管理学院
学生0794,200000000000000794,220794,220794@xxx.xxx.xx,20000000794,会计学,管理学院
学生0795,200000000000000795,220795,220795@xxx.xxx.xx,20000000795,会计学,管理学院
学生0796,200000000000000796,220796,220796@xxx.xxx.xx,20000000796,会计学,管理学院
学生0797,200000000000000797,220797,220797@xxx.xxx.xx,20000000797,会计学,管理学院
学生0798,200000000000000798,220798,220798@xxx.xxx.xx,20000000798,会计学,管理学院
学生0799,200000000000000799,220799,220799@xxx.xxx.xx,20000000799,会计学,管理学院
学生0800,200000000000000800,220800,220800@xxx.xxx.xx,20000000800,会计学,管理学院
学生0801,200000000000000801,220801,220801@xxx.xxx.xx,20000000801,统计学,管理学院
学生0802,200000000000000802,220802,220802@xxx.xxx.xx,20000000802,统计学,管理学院
学生0803,200000000000000803,220803,220803@xxx.xxx.xx,20000000803,统计学,管理学院
学生0804,200000000000000804,220804,220804@xxx.xxx.xx,20000000804,统计学,管理学院
学生0805,200000000000000805,220805,220805@xxx.xxx.xx,20000000805,统计学,管理学院
学生0806,200000000000000806,220806,220806@xxx.xxx.xx,20000000806,统计学,管理学院
学生0807,200000000000000807,220807,220807@xxx.xxx.xx,20000000807,统计学,管理学院
学生0808,200000000000000808,220808,220808@xxx.xxx.xx,20000000808,统计学,管理学院
学生0809,200000000000000809,220809,220809@xxx.xxx.xx,20000000809,统计学,管理学院
学生0810,200000000000000810,220810,220810@xxx.xxx.xx,20000000810,统计学,管理学院
学生0811,200000000000000811,220811,220811@xxx.xxx.xx,20000000811,统计学,管理学院
学生0812,200000000000000812,220812,220812@xxx.xxx.xx,20000000812,统计学,管理学院
学生0813,200000000000000813,220813,220813@xxx.xxx.xx,20000000813,统计学,管理学院
学生0814,200000000000000814,220814,220814@xxx.xxx.xx,20000000814,统计学,管理学院
学生0815,200000000000000815,220815,220815@xxx.xxx.xx,20000000815,统计学,管理学院
学生0816,200000000000000816,220816,220816@xxx.xxx.xx,20000000816,统计学,管理学院
学生0817,200000000000000817,220817,220817@xxx.xxx.xx,20000000817,统计学,管理学院
学生0818,200000000000000818,220818,220818@xxx.xxx.xx,20000000818,统计学,管理学院
学生0819,200000000000000819,220819,220819@xxx.xxx.xx,20000000819,统计学,管理学院
学生0820,200000000000000820,220820,220820@xxx.xxx.xx,20000000820,统计学,管理学院
学生0821,200000000000000821,220821,220821@xxx.xxx.xx,20000000821,统计学,管理学院
学生0822,200000000000000822,220822,220822@xxx.xxx.xx,20000000822,统计学,管理学院
学生0823,200000000000000823,220823,220823@xxx.xxx.xx,20000000823,统计学,管理学院
学生0824,200000000000000824,220824,220824@xxx.xxx.xx,20000000824,统计学,管理学院
学生0825,200000000000000825,220825,220825@xxx.xxx.xx,20000000825,统计学,管理学院
学生0826,200000000000000826,220826,220826@xxx.xxx.xx,20000000826,预防医学,公共卫生学院
学生0827,200000000000000827,220827,220827@xxx.xxx.xx,20000000827,预防医学,公共卫生学院
学生0828,200000000000000828,220828,220828@xxx.xxx.xx,20000000828,预防医学,公共卫生学院
学生0829,200000000000000829,220829,220829@xxx.xxx.xx,20000000829,预防医学,公共卫生学院
学生0830,200000000000000830,220830,220830@xxx.xxx.xx,20000000830,预防医学,公共卫生学院
学生0831,200000000000000831,220831,220831@xxx.xxx.xx,20000000831,预防医学,公共卫生学院
学生0832,200000000000000832,220832,220832@xxx.xxx.xx,20000000832,预防医学,公共卫生学院
学生0833,200000000000000833,220833,220833@xxx.xxx.xx,20000000833,预防医学,公共卫生学院
学生0834,200000000000000834,220834,220834@xxx.xxx.xx,20000000834,预防医学,公共卫生学院
学生0835,200000000000000835,220835,220835@xxx.xxx.xx,20000000835,预防医学,公共卫生学院
学生0836,200000000000000836,220836,220836@xxx.xxx.xx,20000000836,预防医学,公共卫生学院
学生0837,200000000000000837,220837,220837@xxx.xxx.xx,20000000837,预防医学,公共卫生学院
学生0838,200000000000000838,220838,220838@xxx.xxx.xx,20000000838,预防医学,公共卫生学院
学生0839,200000000000000839,220839,220839@xxx.xxx.xx,20000000839,预防医学,公共卫生学院
学生0840,200000000000000840,220840,220840@xxx.xxx.xx,20000000840,预防医学,公共卫生学院
学生0841,200000000000000841,220841,220841@xxx.xxx.xx,20000000841,预防医学,公共卫生学院
学生0842,200000000000000842,220842,220842@xxx.xxx.xx,20000000842,预防医学,公共卫生学院
学生0843,200000000000000843,220843,220843@xxx.xxx.xx,20000000843,预防医学,公共卫生学院
学生0844,200000000000000844,220844,220844@xxx.xxx.xx,20000000844,预防医学,公共卫生学院
学生0845,200000000000000845,220845,220845@xxx.xxx.xx,20000000845,预防医学,公共卫生学院
学生0846,200000000000000846,220846,220846@xxx.xxx.xx,20000000846,预防医学,公共卫生学院
学生0847,200000000000000847,220847,220847@xxx.xxx.xx,20000000847,预防医学,公共卫生学院
学生0848,200000000000000848,220848,220848@xxx.xxx.xx,20000000848,预防医学,公共卫生学院
学生0849,200000000000000849,220849,220849@xxx.xxx.xx,20000000849,预防医学,公共卫生学院
学生0850,200000000000000850,220850,220850@xxx.xxx.xx,20000000850,预防医学,公共卫生学院
学生0851,200000000000000851,220851,220851@xxx.xxx.xx,20000000851,公共事业管理,公共卫生学院
学生0852,200000000000000852,220852,220852@xxx.xxx.xx,20000000852,公共事业管理,公共卫生学院
学生0853,200000000000000853,220853,220853@xxx.xxx.xx,20000000853,公共事业管理,公共卫生学院
学生0854,200000000000000854,220854,220854@xxx.xxx.xx,20000000854,公共事业管理,公共卫生学院
学生0855,200000000000000855,220855,220855@xxx.xxx.xx,20000000855,公共事业管理,公共卫生学院
学生0856,200000000000000856,220856,220856@xxx.xxx.xx,20000000856,公共事业管理,公共卫生学院
学生0857,200000000000000857,220857,220857@xxx.xxx.xx,20000000857,公共事业管理,公共卫生学院
学生0858,200000000000000858,220858,220858@xxx.xxx.xx,20000000858,公共事业管理,公共卫生学院
学生0859,200000000000000859,220859,220859@xxx.xxx.xx,20000000859,公共事业管理,公共卫生学院
学生0860,200000000000000860,220860,220860@xxx.xxx.xx,20000000860,公共事业管理,公共卫生学院
学生0861,200000000000000861,220861,220861@xxx.xxx.xx,20000000861,公共事业管理,公共卫生学院
学生0862,200000000000000862,220862,220862@xxx.xxx.xx,20000000862,公共事业管理,公共卫生学院
学生0863,200000000000000863,220863,220863@xxx.xxx.xx,20000000863,公共事业管理,公共卫生学院
学生0864,200000000000000864,220864,220864@xxx.xxx.xx,20000000864,公共事业管理,公共卫生学院
学生0865,200000000000000865,220865,220865@xxx.xxx.xx,20000000865,公共事业管理,公共卫生学院
学生0866,200000000000000866,220866,220866@xxx.xxx.xx,20000000866,公共事业管理,公共卫生学院
学生0867,200000000000000867,220867,220867@xxx.xxx.xx,20000000867,公共事业管理,公共卫生学院
学生0868,200000000000000868,220868,220868@xxx.xxx.xx,20000000868,公共事业管理,公共卫生学院
学生0869,200000000000000869,220869,220869@xxx.xxx.xx,20000000869,公共事业管理,公共卫生学院
学生0870,200000000000000870,220870,220870@xxx.xxx.xx,20000000870,公共事业管理,公共卫生学院
学生0871,200000000000000871,220871,220871@xxx.xxx.xx,20000000871,公共事业管理,公共卫生学院
学生0872,200000000000000872,220872,220872@xxx.xxx.xx,20000000872,公共事业管理,公共卫生学院
学生0873,200000000000000873,220873,220873@xxx.xxx.xx,20000000873,公共事业管理,公共卫生学院
学生0874,200000000000000874,220874,220874@xxx.xxx.xx,20000000874,公共事业管理,公共卫生学院
学生0875,200000000000000875,220875,220875@xxx.xxx.xx,20000000875,公共事业管理,公共卫生学院
学生0876,200000000000000876,220876,220876@xxx.xxx.xx,20000000876,马克思主义理论,马克思主义学院
学生0877,200000000000000877,220877,220877@xxx.xxx.xx,20000000877,马克思主义理论,马克思主义学院
学生0878,200000000000000878,220878,220878@xxx.xxx.xx,20000000878,马克思主义理论,马克思主义学院
学生0879,200000000000000879,220879,220879@xxx.xxx.xx,20000000879,马克思主义理论,马克思主义学院
学生0880,200000000000000880,220880,220880@xxx.xxx.xx,20000000880,马克思主义理论,马克思主义学院
学生0881,200000000000000881,220881,220881@xxx.xxx.xx,20000000881,马克思主义理论,马克思主义学院
学生0882,200000000000000882,220882,220882@xxx.xxx.xx,20000000882,马克思主义理论,马克思主义学院
学生0883,200000000000000883,220883,220883@xxx.xxx.xx,20000000883,马克思主义理论,马克思主义学院
学生0884,200000000000000884,220884,220884@xxx.xxx.xx,20000000884,马克思主义理论,马克思主义学院
学生0885,200000000000000885,220885,220885@xxx.xxx.xx,20000000885,马克思主义理论,马克思主义学院
学生0886,200000000000000886,220886,220886@xxx.xxx.xx,20000000886,马克思主义理论,马克思主义学院
学生0887,200000000000000887,220887,220887@xxx.xxx.xx,20000000887,马克思主义理论,马克思主义学院
学生0888,200000000000000888,220888,220888@xxx.xxx.xx,20000000888,马克思主义理论,马克思主义学院
学生0889,200000000000000889,220889,220889@xxx.xxx.xx,20000000889,马克思主义理论,马克思主义学院
学生0890,200000000000000890,220890,220890@xxx.xxx.xx,20000000890,马克思主义理论,马克思主义学院
学生0891,200000000000000891,220891,220891@xxx.xxx.xx,20000000891,马克思主义理论,马克思主义学院
学生0892,200000000000000892,220892,220892@xxx.xxx.xx,20000000892,马克思主义理论,马克思主义学院
学生0893,200000000000000893,220893,220893@xxx.xxx.xx,20000000893,马克思主义理论,马克思主义学院
学生0894,200000000000000894,220894,220894@xxx.xxx.xx,20000000894,马克思主义理论,马克思主义学院
学生0895,200000000000000895,220895,220895@xxx.xxx.xx,20000000895,马克思主义理论,马克思主义学院
学生0896,200000000000000896,220896,220896@xxx.xxx.xx,20000000896,马克思主义理论,马克思主义学院
学生0897,200000000000000897,220897,220897@xxx.xxx.xx,20000000897,马克思主义理论,马克思主义学院
学生0898,200000000000000898,220898,220898@xxx.xxx.xx,20000000898,马克思主义理论,马克思主义学院
学生0899,200000000000000899,220899,220899@xxx.xxx.xx,20000000899,马克思主义理论,马克思主义学院
学生0900,200000000000000900,220900,220900@xxx.xxx.xx,20000000900,马克思主义理论,马克思主义学院
学生0901,200000000000000901,220901,220901@xxx.xxx.xx,20000000901,数学与应用数学,数学科学学院
